"Sensor_Name","Date","sum(Hourly_Counts)"
"Southern Cross Station",2012-12-01,2431
"Southern Cross Station",2012-12-02,1847
"Southern Cross Station",2012-12-03,15147
"Southern Cross Station",2012-12-04,15734
"Southern Cross Station",2012-12-05,16384
"Southern Cross Station",2012-12-06,16843
"Southern Cross Station",2012-12-07,16032
"Southern Cross Station",2012-12-08,1957
"Southern Cross Station",2012-12-09,1331
"Southern Cross Station",2012-12-10,15359
"Southern Cross Station",2012-12-11,15597
"Southern Cross Station",2012-12-12,15970
"Southern Cross Station",2012-12-13,14261
"Southern Cross Station",2012-12-14,15005
"Southern Cross Station",2012-12-15,2100
"Southern Cross Station",2012-12-16,1346
"Southern Cross Station",2012-12-17,15432
"Southern Cross Station",2012-12-18,15847
"Southern Cross Station",2012-12-19,16261
"Southern Cross Station",2012-12-20,15240
"Southern Cross Station",2012-12-21,14186
"Southern Cross Station",2012-12-22,1609
"Southern Cross Station",2012-12-23,1377
"Southern Cross Station",2012-12-24,4652
"Southern Cross Station",2012-12-25,907
"Southern Cross Station",2012-12-26,1214
"Southern Cross Station",2012-12-27,4295
"Southern Cross Station",2012-12-28,4260
"Southern Cross Station",2012-12-29,1333
"Southern Cross Station",2012-12-30,1082
"Southern Cross Station",2012-12-31,6397
"Southern Cross Station",2013-01-01,2699
"Southern Cross Station",2013-01-02,8067
"Southern Cross Station",2013-01-03,8217
"Southern Cross Station",2013-01-04,7382
"Southern Cross Station",2013-01-05,1483
"Southern Cross Station",2013-01-06,1261
"Southern Cross Station",2013-01-07,12157
"Southern Cross Station",2013-01-08,12678
"Southern Cross Station",2013-01-09,12565
"Southern Cross Station",2013-01-10,12828
"Southern Cross Station",2013-01-11,12566
"Southern Cross Station",2013-01-12,1406
"Southern Cross Station",2013-01-13,1342
"Southern Cross Station",2013-01-14,14182
"Southern Cross Station",2013-01-15,14472
"Southern Cross Station",2013-01-16,14556
"Southern Cross Station",2013-01-17,14675
"Southern Cross Station",2013-01-18,13118
"Southern Cross Station",2013-01-19,2084
"Southern Cross Station",2013-01-20,1531
"Southern Cross Station",2013-01-21,15325
"Southern Cross Station",2013-01-22,15699
"Southern Cross Station",2013-01-23,15035
"Southern Cross Station",2013-01-24,15289
"Southern Cross Station",2013-01-25,13537
"Southern Cross Station",2013-01-26,1969
"Southern Cross Station",2013-01-27,1631
"Southern Cross Station",2013-01-28,1403
"Southern Cross Station",2013-01-29,15334
"Southern Cross Station",2013-01-30,16867
"Southern Cross Station",2013-01-31,15583
"Southern Cross Station",2013-02-01,15948
"Southern Cross Station",2013-02-02,2523
"Southern Cross Station",2013-02-03,1540
"Southern Cross Station",2013-02-04,16710
"Southern Cross Station",2013-02-05,17290
"Southern Cross Station",2013-02-06,16530
"Southern Cross Station",2013-02-07,17258
"Southern Cross Station",2013-02-08,16738
"Southern Cross Station",2013-02-09,1977
"Southern Cross Station",2013-02-10,1726
"Southern Cross Station",2013-02-11,15991
"Southern Cross Station",2013-02-12,17671
"Southern Cross Station",2013-02-13,17679
"Southern Cross Station",2013-02-14,17829
"Southern Cross Station",2013-02-15,17336
"Southern Cross Station",2013-02-16,2257
"Southern Cross Station",2013-02-17,1430
"Southern Cross Station",2013-02-18,16864
"Southern Cross Station",2013-02-19,15607
"Southern Cross Station",2013-02-20,17306
"Southern Cross Station",2013-02-21,17897
"Southern Cross Station",2013-02-22,17261
"Southern Cross Station",2013-02-23,2197
"Southern Cross Station",2013-02-24,1619
"Southern Cross Station",2013-02-25,16119
"Southern Cross Station",2013-02-26,16453
"Southern Cross Station",2013-02-27,17743
"Southern Cross Station",2013-02-28,17932
"Southern Cross Station",2013-03-01,17313
"Southern Cross Station",2013-03-02,2620
"Southern Cross Station",2013-03-03,1831
"Southern Cross Station",2013-03-04,18160
"Southern Cross Station",2013-03-05,18068
"Southern Cross Station",2013-03-06,18394
"Southern Cross Station",2013-03-07,18085
"Southern Cross Station",2013-03-08,17035
"Southern Cross Station",2013-03-09,2144
"Southern Cross Station",2013-03-10,2203
"Southern Cross Station",2013-03-11,2241
"Southern Cross Station",2013-03-12,16279
"Southern Cross Station",2013-03-13,14804
"Southern Cross Station",2013-03-14,17609
"Southern Cross Station",2013-03-15,17872
"Southern Cross Station",2013-03-16,2792
"Southern Cross Station",2013-03-17,2252
"Southern Cross Station",2013-03-18,17428
"Southern Cross Station",2013-03-19,17875
"Southern Cross Station",2013-03-20,17990
"Southern Cross Station",2013-03-21,18001
"Southern Cross Station",2013-03-22,17410
"Southern Cross Station",2013-03-23,2608
"Southern Cross Station",2013-03-24,6111
"Southern Cross Station",2013-03-25,17910
"Southern Cross Station",2013-03-26,18275
"Southern Cross Station",2013-03-27,17932
"Southern Cross Station",2013-03-28,17568
"Southern Cross Station",2013-03-29,1718
"Southern Cross Station",2013-03-30,1729
"Southern Cross Station",2013-03-31,1842
"Southern Cross Station",2013-04-01,1466
"Southern Cross Station",2013-04-02,14947
"Southern Cross Station",2013-04-03,15591
"Southern Cross Station",2013-04-04,16300
"Southern Cross Station",2013-04-05,16219
"Southern Cross Station",2013-04-06,2152
"Southern Cross Station",2013-04-07,1881
"Southern Cross Station",2013-04-08,17318
"Southern Cross Station",2013-04-09,17785
"Southern Cross Station",2013-04-10,17887
"Southern Cross Station",2013-04-11,17782
"Southern Cross Station",2013-04-12,17629
"Southern Cross Station",2013-04-13,2993
"Southern Cross Station",2013-04-14,2105
"Southern Cross Station",2013-04-15,17267
"Southern Cross Station",2013-04-16,18213
"Southern Cross Station",2013-04-17,18701
"Southern Cross Station",2013-04-18,17195
"Southern Cross Station",2013-04-19,17623
"Southern Cross Station",2013-04-20,3083
"Southern Cross Station",2013-04-21,1785
"Southern Cross Station",2013-04-22,17223
"Southern Cross Station",2013-04-23,18646
"Southern Cross Station",2013-04-24,18647
"Southern Cross Station",2013-04-25,1978
"Southern Cross Station",2013-04-26,14422
"Southern Cross Station",2013-04-27,2816
"Southern Cross Station",2013-04-28,1748
"Southern Cross Station",2013-04-29,18661
"Southern Cross Station",2013-04-30,19250
"Southern Cross Station",2013-05-01,19411
"Southern Cross Station",2013-05-02,19536
"Southern Cross Station",2013-05-03,19084
"Southern Cross Station",2013-05-04,2381
"Southern Cross Station",2013-05-05,1522
"Southern Cross Station",2013-05-06,17107
"Southern Cross Station",2013-05-07,18618
"Southern Cross Station",2013-05-08,18665
"Southern Cross Station",2013-05-09,19592
"Southern Cross Station",2013-05-10,18261
"Southern Cross Station",2013-05-11,2560
"Southern Cross Station",2013-05-12,1397
"Southern Cross Station",2013-05-13,18374
"Southern Cross Station",2013-05-14,17859
"Southern Cross Station",2013-05-15,17454
"Southern Cross Station",2013-05-16,17343
"Southern Cross Station",2013-05-17,17731
"Southern Cross Station",2013-05-18,2430
"Southern Cross Station",2013-05-19,1794
"Southern Cross Station",2013-05-20,17047
"Southern Cross Station",2013-05-21,18436
"Southern Cross Station",2013-05-22,17820
"Southern Cross Station",2013-05-23,18242
"Southern Cross Station",2013-05-24,17934
"Southern Cross Station",2013-05-25,2476
"Southern Cross Station",2013-05-26,1866
"Southern Cross Station",2013-05-27,17869
"Southern Cross Station",2013-05-28,18441
"Southern Cross Station",2013-05-29,18603
"Southern Cross Station",2013-05-30,17305
"Southern Cross Station",2013-05-31,17880
"Southern Cross Station",2013-06-01,2113
"Southern Cross Station",2013-06-02,1526
"Southern Cross Station",2013-06-03,17951
"Southern Cross Station",2013-06-04,18362
"Southern Cross Station",2013-06-05,18213
"Southern Cross Station",2013-06-06,18390
"Southern Cross Station",2013-06-07,17186
"Southern Cross Station",2013-06-08,1787
"Southern Cross Station",2013-06-09,1767
"Southern Cross Station",2013-06-10,1728
"Southern Cross Station",2013-06-11,18068
"Southern Cross Station",2013-06-12,16618
"Southern Cross Station",2013-06-13,17038
"Southern Cross Station",2013-06-14,18463
"Southern Cross Station",2013-06-15,2453
"Southern Cross Station",2013-06-16,1571
"Southern Cross Station",2013-06-17,17237
"Southern Cross Station",2013-06-18,18555
"Southern Cross Station",2013-06-19,17949
"Southern Cross Station",2013-06-20,18578
"Southern Cross Station",2013-06-21,18211
"Southern Cross Station",2013-06-22,2188
"Southern Cross Station",2013-06-23,1493
"Southern Cross Station",2013-06-24,17213
"Southern Cross Station",2013-06-25,18760
"Southern Cross Station",2013-06-26,18734
"Southern Cross Station",2013-06-27,19444
"Southern Cross Station",2013-06-28,18764
"Southern Cross Station",2013-06-29,5509
"Southern Cross Station",2013-06-30,1838
"Southern Cross Station",2013-07-01,18366
"Southern Cross Station",2013-07-02,18684
"Southern Cross Station",2013-07-03,19168
"Southern Cross Station",2013-07-04,18319
"Southern Cross Station",2013-07-05,17873
"Southern Cross Station",2013-07-06,2774
"Southern Cross Station",2013-07-07,1948
"Southern Cross Station",2013-07-08,17106
"Southern Cross Station",2013-07-09,17911
"Southern Cross Station",2013-07-10,18299
"Southern Cross Station",2013-07-11,18110
"Southern Cross Station",2013-07-12,17702
"Southern Cross Station",2013-07-13,2121
"Southern Cross Station",2013-07-14,1708
"Southern Cross Station",2013-07-15,18730
"Southern Cross Station",2013-07-16,18839
"Southern Cross Station",2013-07-17,18750
"Southern Cross Station",2013-07-18,19108
"Southern Cross Station",2013-07-19,18522
"Southern Cross Station",2013-07-20,1939
"Southern Cross Station",2013-07-21,1563
"Southern Cross Station",2013-07-22,17929
"Southern Cross Station",2013-07-23,18906
"Southern Cross Station",2013-07-24,19638
"Southern Cross Station",2013-07-25,19610
"Southern Cross Station",2013-07-26,20157
"Southern Cross Station",2013-07-27,2667
"Southern Cross Station",2013-07-28,1951
"Southern Cross Station",2013-07-29,18410
"Southern Cross Station",2013-07-30,17990
"Southern Cross Station",2013-07-31,17280
"Southern Cross Station",2013-08-01,17588
"Southern Cross Station",2013-08-02,17061
"Southern Cross Station",2013-08-03,1983
"Southern Cross Station",2013-08-04,1488
"Southern Cross Station",2013-08-05,16959
"Southern Cross Station",2013-08-06,17066
"Southern Cross Station",2013-08-07,16358
"Southern Cross Station",2013-08-08,17351
"Southern Cross Station",2013-08-09,16070
"Southern Cross Station",2013-08-10,2145
"Southern Cross Station",2013-08-11,1979
"Southern Cross Station",2013-08-12,16446
"Southern Cross Station",2013-08-13,17232
"Southern Cross Station",2013-08-14,16712
"Southern Cross Station",2013-08-15,17452
"Southern Cross Station",2013-08-16,16873
"Southern Cross Station",2013-08-17,2399
"Southern Cross Station",2013-08-18,1644
"Southern Cross Station",2013-08-19,16255
"Southern Cross Station",2013-08-20,16271
"Southern Cross Station",2013-08-21,16646
"Southern Cross Station",2013-08-22,16775
"Southern Cross Station",2013-08-23,16386
"Southern Cross Station",2013-08-24,2454
"Southern Cross Station",2013-08-25,1713
"Southern Cross Station",2013-08-26,16633
"Southern Cross Station",2013-08-27,16941
"Southern Cross Station",2013-08-28,17037
"Southern Cross Station",2013-08-29,17099
"Southern Cross Station",2013-08-30,16549
"Southern Cross Station",2013-08-31,1997
"Southern Cross Station",2013-09-01,1539
"Southern Cross Station",2013-09-02,16665
"Southern Cross Station",2013-09-03,17091
"Southern Cross Station",2013-09-04,16977
"Southern Cross Station",2013-09-05,16268
"Southern Cross Station",2013-09-06,16579
"Southern Cross Station",2013-09-07,2319
"Southern Cross Station",2013-09-08,1706
"Southern Cross Station",2013-09-09,16557
"Southern Cross Station",2013-09-10,16708
"Southern Cross Station",2013-09-11,16612
"Southern Cross Station",2013-09-12,16671
"Southern Cross Station",2013-09-13,16378
"Southern Cross Station",2013-09-14,1879
"Southern Cross Station",2013-09-15,1612
"Southern Cross Station",2013-09-16,15265
"Southern Cross Station",2013-09-17,17068
"Southern Cross Station",2013-09-18,16506
"Southern Cross Station",2013-09-19,16683
"Southern Cross Station",2013-09-20,16031
"Southern Cross Station",2013-09-21,1864
"Southern Cross Station",2013-09-22,1567
"Southern Cross Station",2013-09-23,16329
"Southern Cross Station",2013-09-24,16574
"Southern Cross Station",2013-09-25,16882
"Southern Cross Station",2013-09-26,16092
"Southern Cross Station",2013-09-27,16856
"Southern Cross Station",2013-09-28,2031
"Southern Cross Station",2013-09-29,1794
"Southern Cross Station",2013-09-30,15966
"Southern Cross Station",2013-10-01,16038
"Southern Cross Station",2013-10-02,16113
"Southern Cross Station",2013-10-03,16155
"Southern Cross Station",2013-10-04,15553
"Southern Cross Station",2013-10-05,2064
"Southern Cross Station",2013-10-06,1574
"Southern Cross Station",2013-10-07,15941
"Southern Cross Station",2013-10-08,16681
"Southern Cross Station",2013-10-09,16687
"Southern Cross Station",2013-10-10,15871
"Southern Cross Station",2013-10-11,16232
"Southern Cross Station",2013-10-12,2499
"Southern Cross Station",2013-10-13,1255
"Southern Cross Station",2013-10-14,15946
"Southern Cross Station",2013-10-15,16572
"Southern Cross Station",2013-10-16,16662
"Southern Cross Station",2013-10-17,16540
"Southern Cross Station",2013-10-18,16523
"Southern Cross Station",2013-10-19,2036
"Southern Cross Station",2013-10-20,1492
"Southern Cross Station",2013-10-21,16360
"Southern Cross Station",2013-10-22,15948
"Southern Cross Station",2013-10-23,16259
"Southern Cross Station",2013-10-24,16758
"Southern Cross Station",2013-10-25,16424
"Southern Cross Station",2013-10-26,2359
"Southern Cross Station",2013-10-27,1645
"Southern Cross Station",2013-10-28,16492
"Southern Cross Station",2013-10-29,17296
"Southern Cross Station",2013-10-30,16527
"Southern Cross Station",2013-10-31,16931
"Southern Cross Station",2013-11-01,15896
"Southern Cross Station",2013-11-02,2141
"Southern Cross Station",2013-11-03,1463
"Southern Cross Station",2013-11-04,11527
"Southern Cross Station",2013-11-05,2699
"Southern Cross Station",2013-11-06,16357
"Southern Cross Station",2013-11-07,16367
"Southern Cross Station",2013-11-08,16234
"Southern Cross Station",2013-11-09,1867
"Southern Cross Station",2013-11-10,1403
"Southern Cross Station",2013-11-11,16343
"Southern Cross Station",2013-11-12,16975
"Southern Cross Station",2013-11-13,15179
"Southern Cross Station",2013-11-14,18022
"Southern Cross Station",2013-11-15,17202
"Southern Cross Station",2013-11-16,2237
"Southern Cross Station",2013-11-17,1709
"Southern Cross Station",2013-11-18,16822
"Southern Cross Station",2013-11-19,17037
"Southern Cross Station",2013-11-20,16703
"Southern Cross Station",2013-11-21,17790
"Southern Cross Station",2013-11-22,16697
"Southern Cross Station",2013-11-23,2307
"Southern Cross Station",2013-11-24,1700
"Southern Cross Station",2013-11-25,16954
"Southern Cross Station",2013-11-26,17224
"Southern Cross Station",2013-11-27,16928
"Southern Cross Station",2013-11-28,16415
"Southern Cross Station",2013-11-29,16062
"Southern Cross Station",2013-11-30,2020
"Southern Cross Station",2013-12-01,1735
"Southern Cross Station",2013-12-02,15899
"Southern Cross Station",2013-12-03,15912
"Southern Cross Station",2013-12-04,16446
"Southern Cross Station",2013-12-05,16087
"Southern Cross Station",2013-12-06,16199
"Southern Cross Station",2013-12-07,3924
"Southern Cross Station",2013-12-08,2775
"Southern Cross Station",2013-12-09,16145
"Southern Cross Station",2013-12-10,16870
"Southern Cross Station",2013-12-11,16951
"Southern Cross Station",2013-12-12,17593
"Southern Cross Station",2013-12-13,17114
"Southern Cross Station",2013-12-14,3263
"Southern Cross Station",2013-12-15,1709
"Southern Cross Station",2013-12-16,16849
"Southern Cross Station",2013-12-17,17156
"Southern Cross Station",2013-12-18,17561
"Southern Cross Station",2013-12-19,15382
"Southern Cross Station",2013-12-20,13870
"Southern Cross Station",2013-12-21,1784
"Southern Cross Station",2013-12-22,1359
"Southern Cross Station",2013-12-23,9605
"Southern Cross Station",2013-12-24,7406
"Southern Cross Station",2013-12-25,1163
"Southern Cross Station",2013-12-26,1895
"Southern Cross Station",2013-12-27,4946
"Southern Cross Station",2013-12-28,1688
"Southern Cross Station",2013-12-29,1708
"Southern Cross Station",2013-12-30,5900
"Southern Cross Station",2013-12-31,6727
"Southern Cross Station",2014-01-01,2985
"Southern Cross Station",2014-01-02,7504
"Southern Cross Station",2014-01-03,7461
"Southern Cross Station",2014-01-04,2055
"Southern Cross Station",2014-01-05,1359
"Southern Cross Station",2014-01-06,12725
"Southern Cross Station",2014-01-07,13646
"Southern Cross Station",2014-01-08,12790
"Southern Cross Station",2014-01-09,13506
"Southern Cross Station",2014-01-10,12484
"Southern Cross Station",2014-01-11,1614
"Southern Cross Station",2014-01-12,1556
"Southern Cross Station",2014-01-13,14750
"Southern Cross Station",2014-01-14,14664
"Southern Cross Station",2014-01-15,12664
"Southern Cross Station",2014-01-16,12800
"Southern Cross Station",2014-01-17,13357
"Southern Cross Station",2014-01-18,1772
"Southern Cross Station",2014-01-19,1556
"Southern Cross Station",2014-01-20,15595
"Southern Cross Station",2014-01-21,16259
"Southern Cross Station",2014-01-22,16079
"Southern Cross Station",2014-01-23,16179
"Southern Cross Station",2014-01-24,14345
"Southern Cross Station",2014-01-25,1760
"Southern Cross Station",2014-01-26,3695
"Southern Cross Station",2014-01-27,1545
"Southern Cross Station",2014-01-28,15358
"Southern Cross Station",2014-01-29,15647
"Southern Cross Station",2014-01-30,16714
"Southern Cross Station",2014-01-31,16272
"Southern Cross Station",2014-02-01,2086
"Southern Cross Station",2014-02-02,1498
"Southern Cross Station",2014-02-03,14461
"Southern Cross Station",2014-02-04,17152
"Southern Cross Station",2014-02-05,16976
"Southern Cross Station",2014-02-06,17819
"Southern Cross Station",2014-02-07,15883
"Southern Cross Station",2014-02-08,1817
"Southern Cross Station",2014-02-09,1283
"Southern Cross Station",2014-02-10,16214
"Southern Cross Station",2014-02-11,17179
"Southern Cross Station",2014-02-12,16757
"Southern Cross Station",2014-02-13,17149
"Southern Cross Station",2014-02-14,16602
"Southern Cross Station",2014-02-15,1385
"Southern Cross Station",2014-02-16,1651
"Southern Cross Station",2014-02-17,17043
"Southern Cross Station",2014-02-18,17948
"Southern Cross Station",2014-02-19,18748
"Southern Cross Station",2014-02-20,17435
"Southern Cross Station",2014-02-21,16614
"Southern Cross Station",2014-02-22,1231
"Southern Cross Station",2014-02-23,334
"Southern Cross Station",2014-02-24,18195
"Southern Cross Station",2014-02-25,18927
"Southern Cross Station",2014-02-26,18337
"Southern Cross Station",2014-02-27,18833
"Southern Cross Station",2014-02-28,18209
"Southern Cross Station",2014-03-01,2288
"Southern Cross Station",2014-03-02,1732
"Southern Cross Station",2014-03-03,18051
"Southern Cross Station",2014-03-04,18871
"Southern Cross Station",2014-03-05,18016
"Southern Cross Station",2014-03-06,18479
"Southern Cross Station",2014-03-07,16906
"Southern Cross Station",2014-03-08,2156
"Southern Cross Station",2014-03-09,1966
"Southern Cross Station",2014-03-10,2780
"Southern Cross Station",2014-03-11,17402
"Southern Cross Station",2014-03-12,18413
"Southern Cross Station",2014-03-13,18711
"Southern Cross Station",2014-03-14,18958
"Southern Cross Station",2014-03-15,2576
"Southern Cross Station",2014-03-16,2560
"Southern Cross Station",2014-03-17,18226
"Southern Cross Station",2014-03-18,18343
"Southern Cross Station",2014-03-19,18133
"Southern Cross Station",2014-03-20,18502
"Southern Cross Station",2014-03-21,17985
"Southern Cross Station",2014-03-22,2619
"Southern Cross Station",2014-03-23,1616
"Southern Cross Station",2014-03-24,17609
"Southern Cross Station",2014-03-25,18440
"Southern Cross Station",2014-03-26,18229
"Southern Cross Station",2014-03-27,17758
"Southern Cross Station",2014-03-28,18546
"Southern Cross Station",2014-03-29,2500
"Southern Cross Station",2014-03-30,1747
"Southern Cross Station",2014-03-31,18317
"Southern Cross Station",2014-04-01,18684
"Southern Cross Station",2014-04-02,17224
"Southern Cross Station",2014-04-03,17828
"Southern Cross Station",2014-04-04,17752
"Southern Cross Station",2014-04-05,2447
"Southern Cross Station",2014-04-06,1919
"Southern Cross Station",2014-04-07,18520
"Southern Cross Station",2014-04-08,17863
"Southern Cross Station",2014-04-09,16353
"Southern Cross Station",2014-04-10,15558
"Southern Cross Station",2014-04-11,18044
"Southern Cross Station",2014-04-12,2666
"Southern Cross Station",2014-04-13,4229
"Southern Cross Station",2014-04-14,18226
"Southern Cross Station",2014-04-15,18789
"Southern Cross Station",2014-04-16,17698
"Southern Cross Station",2014-04-17,16668
"Southern Cross Station",2014-04-18,1847
"Southern Cross Station",2014-04-19,2254
"Southern Cross Station",2014-04-20,1699
"Southern Cross Station",2014-04-21,1618
"Southern Cross Station",2014-04-22,13286
"Southern Cross Station",2014-04-23,14314
"Southern Cross Station",2014-04-24,13989
"Southern Cross Station",2014-04-25,2071
"Southern Cross Station",2014-04-26,2120
"Southern Cross Station",2014-04-27,1633
"Southern Cross Station",2014-04-28,17545
"Southern Cross Station",2014-04-29,17276
"Southern Cross Station",2014-04-30,17124
"Southern Cross Station",2014-05-01,17343
"Southern Cross Station",2014-05-02,17324
"Southern Cross Station",2014-05-03,2073
"Southern Cross Station",2014-05-04,1496
"Southern Cross Station",2014-05-05,17456
"Southern Cross Station",2014-05-06,18001
"Southern Cross Station",2014-05-07,18148
"Southern Cross Station",2014-05-08,18396
"Southern Cross Station",2014-05-09,17371
"Southern Cross Station",2014-05-10,1915
"Southern Cross Station",2014-05-11,1374
"Southern Cross Station",2014-05-12,17526
"Southern Cross Station",2014-05-13,17837
"Southern Cross Station",2014-05-14,18000
"Southern Cross Station",2014-05-15,17793
"Southern Cross Station",2014-05-16,17983
"Southern Cross Station",2014-05-17,2160
"Southern Cross Station",2014-05-18,1787
"Southern Cross Station",2014-05-19,17478
"Southern Cross Station",2014-05-20,18286
"Southern Cross Station",2014-05-21,17821
"Southern Cross Station",2014-05-22,18154
"Southern Cross Station",2014-05-23,17549
"Southern Cross Station",2014-05-24,2091
"Southern Cross Station",2014-05-25,1626
"Southern Cross Station",2014-05-26,17494
"Southern Cross Station",2014-05-27,18049
"Southern Cross Station",2014-05-28,18137
"Southern Cross Station",2014-05-29,18298
"Southern Cross Station",2014-05-30,18162
"Southern Cross Station",2014-05-31,2289
"Southern Cross Station",2014-06-01,1628
"Southern Cross Station",2014-06-02,18395
"Southern Cross Station",2014-06-03,18019
"Southern Cross Station",2014-06-04,18234
"Southern Cross Station",2014-06-05,18956
"Southern Cross Station",2014-06-06,18098
"Southern Cross Station",2014-06-07,2245
"Southern Cross Station",2014-06-08,1982
"Southern Cross Station",2014-06-09,1958
"Southern Cross Station",2014-06-10,17777
"Southern Cross Station",2014-06-11,17893
"Southern Cross Station",2014-06-12,18091
"Southern Cross Station",2014-06-13,17834
"Southern Cross Station",2014-06-14,2511
"Southern Cross Station",2014-06-15,1702
"Southern Cross Station",2014-06-16,17846
"Southern Cross Station",2014-06-17,18199
"Southern Cross Station",2014-06-18,18199
"Southern Cross Station",2014-06-19,18597
"Southern Cross Station",2014-06-20,18153
"Southern Cross Station",2014-06-21,2794
"Southern Cross Station",2014-06-22,2306
"Southern Cross Station",2014-06-23,17509
"Southern Cross Station",2014-06-24,16605
"Southern Cross Station",2014-06-25,17880
"Southern Cross Station",2014-06-26,18417
"Southern Cross Station",2014-06-27,18295
"Southern Cross Station",2014-06-28,2383
"Southern Cross Station",2014-06-29,1516
"Southern Cross Station",2014-06-30,17380
"Southern Cross Station",2014-07-01,17561
"Southern Cross Station",2014-07-02,17402
"Southern Cross Station",2014-07-03,17906
"Southern Cross Station",2014-07-04,17431
"Southern Cross Station",2014-07-05,2217
"Southern Cross Station",2014-07-06,1803
"Southern Cross Station",2014-07-07,16886
"Southern Cross Station",2014-07-08,17510
"Southern Cross Station",2014-07-09,16958
"Southern Cross Station",2014-07-10,17606
"Southern Cross Station",2014-07-11,16977
"Southern Cross Station",2014-07-12,2042
"Southern Cross Station",2014-07-13,1728
"Southern Cross Station",2014-07-14,17493
"Southern Cross Station",2014-07-15,18155
"Southern Cross Station",2014-07-16,18208
"Southern Cross Station",2014-07-17,18068
"Southern Cross Station",2014-07-18,17833
"Southern Cross Station",2014-07-19,2179
"Southern Cross Station",2014-07-20,1643
"Southern Cross Station",2014-07-21,17461
"Southern Cross Station",2014-07-22,18028
"Southern Cross Station",2014-07-23,17687
"Southern Cross Station",2014-07-24,18106
"Southern Cross Station",2014-07-25,17872
"Southern Cross Station",2014-07-26,2363
"Southern Cross Station",2014-07-27,1994
"Southern Cross Station",2014-07-28,17651
"Southern Cross Station",2014-07-29,17719
"Southern Cross Station",2014-07-30,17801
"Southern Cross Station",2014-07-31,17249
"Southern Cross Station",2014-08-01,16310
"Southern Cross Station",2014-08-02,2155
"Southern Cross Station",2014-08-03,1638
"Southern Cross Station",2014-08-04,17060
"Southern Cross Station",2014-08-05,17880
"Southern Cross Station",2014-08-06,17503
"Southern Cross Station",2014-08-07,17458
"Southern Cross Station",2014-08-08,17359
"Southern Cross Station",2014-08-09,2256
"Southern Cross Station",2014-08-10,1616
"Southern Cross Station",2014-08-11,17174
"Southern Cross Station",2014-08-12,17608
"Southern Cross Station",2014-08-13,17168
"Southern Cross Station",2014-08-14,17793
"Southern Cross Station",2014-08-15,17832
"Southern Cross Station",2014-08-16,2634
"Southern Cross Station",2014-08-17,1780
"Southern Cross Station",2014-08-18,16706
"Southern Cross Station",2014-08-19,17720
"Southern Cross Station",2014-08-20,17736
"Southern Cross Station",2014-08-21,17760
"Southern Cross Station",2014-08-22,17045
"Southern Cross Station",2014-08-23,2447
"Southern Cross Station",2014-08-24,1666
"Southern Cross Station",2014-08-25,17225
"Southern Cross Station",2014-08-26,17824
"Southern Cross Station",2014-08-27,16991
"Southern Cross Station",2014-08-28,17247
"Southern Cross Station",2014-08-29,16719
"Southern Cross Station",2014-08-30,2199
"Southern Cross Station",2014-08-31,1614
"Southern Cross Station",2014-09-01,15082
"Southern Cross Station",2014-09-02,16872
"Southern Cross Station",2014-09-03,16349
"Southern Cross Station",2014-09-04,16366
"Southern Cross Station",2014-09-05,15642
"Southern Cross Station",2014-09-06,1937
"Southern Cross Station",2014-09-07,1355
"Southern Cross Station",2014-09-08,15535
"Southern Cross Station",2014-09-09,16269
"Southern Cross Station",2014-09-10,15924
"Southern Cross Station",2014-09-11,16431
"Southern Cross Station",2014-09-12,15249
"Southern Cross Station",2014-09-13,1974
"Southern Cross Station",2014-09-14,1388
"Southern Cross Station",2014-09-15,14886
"Southern Cross Station",2014-09-16,14796
"Southern Cross Station",2014-09-17,15298
"Southern Cross Station",2014-09-18,15331
"Southern Cross Station",2014-09-19,14765
"Southern Cross Station",2014-09-20,2289
"Southern Cross Station",2014-09-21,1581
"Southern Cross Station",2014-09-22,14830
"Southern Cross Station",2014-09-23,15276
"Southern Cross Station",2014-09-24,15070
"Southern Cross Station",2014-09-25,14989
"Southern Cross Station",2014-09-26,14861
"Southern Cross Station",2014-09-27,1752
"Southern Cross Station",2014-09-28,1517
"Southern Cross Station",2014-09-29,14443
"Southern Cross Station",2014-09-30,14904
"Southern Cross Station",2014-10-01,14564
"Southern Cross Station",2014-10-02,14750
"Southern Cross Station",2014-10-03,14661
"Southern Cross Station",2014-10-04,2120
"Southern Cross Station",2014-10-05,1662
"Southern Cross Station",2014-10-06,14528
"Southern Cross Station",2014-10-07,15682
"Southern Cross Station",2014-10-08,16131
"Southern Cross Station",2014-10-09,15292
"Southern Cross Station",2014-10-10,15329
"Southern Cross Station",2014-10-11,443
"Southern Cross Station",2014-10-12,106
"Southern Cross Station",2014-10-13,14670
"Southern Cross Station",2014-10-14,15719
"Southern Cross Station",2014-10-15,15320
"Southern Cross Station",2014-10-16,15933
"Southern Cross Station",2014-10-17,15669
"Southern Cross Station",2014-10-18,2547
"Southern Cross Station",2014-10-19,1956
"Southern Cross Station",2014-10-20,14946
"Southern Cross Station",2014-10-21,15505
"Southern Cross Station",2014-10-22,15674
"Southern Cross Station",2014-10-23,15546
"Southern Cross Station",2014-10-24,14967
"Southern Cross Station",2014-10-25,2171
"Southern Cross Station",2014-10-26,1578
"Southern Cross Station",2014-10-27,12990
"Southern Cross Station",2014-10-28,15791
"Southern Cross Station",2014-10-29,15456
